粉尘名称：
粉尘粒径：
粉尘含水量：

初始含氧量：
初始压力：
测试浓度：
点火能量：
反应器体积：0.000Lt1Pmax=0.628149,t=0.274700S(dp/dt)max=698.164321/S  kst=698.164321.m/St2Pmax=0.631058,t=0.274700S(dp/dt)max=815.362646/S  kst=815.362646.m/St3Pmax=0.636721,t=0.324900S(dp/dt)max=947.061579/S  kst=947.061579.m/S时间	t1	t2	t3	t4
D:H:M:S				
01:08:00:00	0.571778	0.571562	0.568677	0.566783
01:08:00:00	0.571144	0.568424	0.570219	0.568550
01:08:00:00	0.566521	0.566824	0.574365	0.573007
01:08:00:00	0.565757	0.572342	0.569288	0.574477
01:08:00:00	0.570977	0.570439	0.576250	0.566614
01:08:00:00	0.565263	0.571661	0.569720	0.571816
01:08:00:00	0.571727	0.565274	0.572515	0.567811
01:08:00:00	0.572867	0.567841	0.573674	0.574461
01:08:00:00	0.564956	0.574217	0.572664	0.575016
01:08:00:00	0.570630	0.567905	0.571823	0.572035
01:08:00:00	0.569060	0.567450	0.568723	0.572311
01:08:00:00	0.572775	0.566355	0.571551	0.567444
01:08:00:00	0.563979	0.566187	0.568622	0.572297
01:08:00:00	0.570066	0.568651	0.568594	0.570495
01:08:00:00	0.565825	0.570246	0.572254	0.570038
01:08:00:00	0.572254	0.573421	0.571919	0.575312
01:08:00:00	0.571538	0.566290	0.572176	0.572275
01:08:00:00	0.569795	0.569920	0.568876	0.566952
01:08:00:00	0.566525	0.570335	0.568267	0.567568
01:08:00:00	0.567943	0.571320	0.571698	0.571636
01:08:00:00	0.569027	0.573070	0.571522	0.568104
01:08:00:00	0.573253	0.567797	0.573540	0.568360
01:08:00:00	0.573117	0.564764	0.573918	0.566150
01:08:00:00	0.567683	0.572374	0.568671	0.569993
01:08:00:00	0.570524	0.570103	0.568857	0.571635
01:08:00:00	0.566543	0.567702	0.570711	0.568309
01:08:00:00	0.570860	0.568447	0.574523	0.573633
01:08:00:00	0.566618	0.566760	0.571589	0.571396
01:08:00:00	0.568408	0.571434	0.576723	0.572872
01:08:00:00	0.568943	0.565045	0.576322	0.567781
01:08:00:00	0.564987	0.564989	0.575385	0.571643
01:08:00:00	0.567693	0.570059	0.576604	0.574192
01:08:00:00	0.573304	0.572862	0.568091	0.569224
01:08:00:00	0.568048	0.568323	0.567854	0.566523
01:08:00:00	0.568476	0.568874	0.569657	0.567585
01:08:00:00	0.569369	0.574055	0.574744	0.565983
01:08:00:00	0.567602	0.565903	0.567159	0.574380
01:08:00:00	0.568710	0.566585	0.570191	0.575427
01:08:00:00	0.571752	0.570048	0.574348	0.575602
01:08:00:00	0.572687	0.567915	0.571144	0.570317
01:08:00:00	0.567744	0.572217	0.567035	0.573196
01:08:00:00	0.571268	0.572689	0.569376	0.566265
01:08:00:00	0.568507	0.572440	0.573108	0.568383
01:08:00:00	0.567575	0.572238	0.569315	0.568844
01:08:00:00	0.565574	0.569688	0.570476	0.565911
01:08:00:00	0.572745	0.574288	0.576815	0.569814
01:08:00:00	0.567121	0.568588	0.568371	0.570743
01:08:00:00	0.566610	0.565229	0.567036	0.572492
01:08:00:00	0.565366	0.565937	0.572753	0.570209
01:08:00:00	0.567129	0.568551	0.570120	0.572785
01:08:00:00	0.573069	0.567729	0.573727	0.571242
01:08:00:00	0.571009	0.565591	0.570730	0.572560
01:08:00:00	0.572124	0.565076	0.567846	0.567857
01:08:00:00	0.566964	0.569692	0.568688	0.567004
01:08:00:00	0.570801	0.571228	0.571770	0.574247
01:08:00:00	0.565277	0.567619	0.576631	0.569519
01:08:00:00	0.573050	0.567322	0.573739	0.570004
01:08:00:00	0.567098	0.574389	0.573982	0.571403
01:08:00:00	0.568113	0.566773	0.576108	0.568276
01:08:00:00	0.568951	0.565463	0.567049	0.572927
01:08:00:00	0.564492	0.568055	0.573557	0.575588
01:08:00:00	0.569962	0.571816	0.568943	0.565700
01:08:00:00	0.572502	0.569697	0.571822	0.568977
01:08:00:00	0.572183	0.570076	0.569553	0.569678
01:08:00:00	0.570252	0.572482	0.571205	0.573510
01:08:00:00	0.563456	0.566039	0.574300	0.566805
01:08:00:00	0.572203	0.573305	0.569208	0.571283
01:08:00:00	0.569075	0.565376	0.570633	0.571887
01:08:00:00	0.566567	0.565085	0.568924	0.574105
01:08:00:00	0.563878	0.568963	0.567968	0.575151
01:08:00:00	0.569067	0.574296	0.566964	0.574987
01:08:00:00	0.572805	0.573484	0.568680	0.569857
01:08:00:00	0.571334	0.568248	0.569553	0.572809
01:08:00:00	0.568606	0.573908	0.571266	0.568913
01:08:00:00	0.567492	0.567590	0.572381	0.574731
01:08:00:00	0.568066	0.567299	0.574755	0.573378
01:08:00:00	0.570413	0.573376	0.567143	0.565972
01:08:00:00	0.565530	0.565776	0.570488	0.572543
01:08:00:00	0.563248	0.570095	0.572710	0.573334
01:08:00:00	0.569626	0.566217	0.572012	0.572315
01:08:00:00	0.567399	0.573635	0.568764	0.567237
01:08:00:00	0.567695	0.570032	0.576140	0.573875
01:08:00:00	0.567086	0.572270	0.572854	0.574241
01:08:00:00	0.566186	0.567967	0.569826	0.569802
01:08:00:00	0.569675	0.564801	0.571194	0.567540
01:08:00:00	0.569442	0.569927	0.570164	0.571735
01:08:00:00	0.572277	0.568617	0.572835	0.568480
01:08:00:00	0.570084	0.565787	0.570699	0.569655
01:08:00:00	0.570691	0.574046	0.566713	0.566411
01:08:00:00	0.571347	0.573556	0.568416	0.567499
01:08:00:00	0.563389	0.567338	0.572878	0.570237
01:08:00:00	0.566638	0.565752	0.570818	0.565919
01:08:00:00	0.564160	0.574118	0.568705	0.575273
01:08:00:00	0.566542	0.570391	0.571066	0.569106
01:08:00:00	0.571127	0.568283	0.575942	0.569896
01:08:00:00	0.563758	0.573125	0.570534	0.573147
01:08:00:00	0.568277	0.574000	0.570178	0.573283
01:08:00:00	0.572732	0.570438	0.573208	0.573923
01:08:00:00	0.570650	0.568600	0.568793	0.573000
01:08:00:00	0.571378	0.566073	0.570107	0.575215
01:08:00:00	0.568885	0.567292	0.574270	0.569994
01:08:00:00	0.563370	0.564257	0.569484	0.567434
01:08:00:00	0.567074	0.569422	0.569748	0.569728
01:08:00:00	0.567745	0.565837	0.568441	0.567102
01:08:00:00	0.571767	0.564260	0.575354	0.573454
01:08:00:00	0.571331	0.568670	0.570320	0.567695
01:08:00:00	0.564676	0.569392	0.566748	0.573398
01:08:00:00	0.567042	0.566823	0.568120	0.575060
01:08:00:00	0.563751	0.565094	0.572742	0.568367
01:08:00:00	0.569468	0.569733	0.575640	0.568506
01:08:00:00	0.572330	0.569222	0.572950	0.565837
01:08:00:00	0.567528	0.573432	0.567664	0.567012
01:08:00:00	0.570575	0.568059	0.571571	0.568946
01:08:00:00	0.570959	0.571325	0.571122	0.572700
01:08:00:00	0.568714	0.569500	0.571270	0.571271
01:08:00:00	0.568174	0.571783	0.576206	0.570851
01:08:00:00	0.568624	0.570090	0.573646	0.569003
01:08:00:00	0.571608	0.566958	0.573223	0.568073
01:08:00:00	0.571861	0.568045	0.572096	0.568844
01:08:00:00	0.568110	0.567264	0.569764	0.575039
01:08:00:00	0.569624	0.568340	0.571692	0.572183
01:08:00:00	0.570947	0.571906	0.575626	0.571178
01:08:00:00	0.568509	0.573607	0.575271	0.570983
01:08:00:00	0.566638	0.570309	0.567298	0.567413
01:08:00:00	0.565939	0.568594	0.573655	0.570199
01:08:00:00	0.567964	0.571336	0.567306	0.573637
01:08:00:00	0.565489	0.572768	0.566659	0.573119
01:08:00:00	0.564261	0.568426	0.567113	0.570265
01:08:00:00	0.563349	0.568322	0.573181	0.573526
01:08:00:00	0.565544	0.567419	0.568052	0.565542
01:08:00:00	0.571064	0.564270	0.570303	0.574135
01:08:00:00	0.571969	0.570658	0.568737	0.575055
01:08:00:00	0.567481	0.573609	0.566586	0.574475
01:08:00:00	0.568322	0.568580	0.567110	0.572002
01:08:00:00	0.565074	0.564231	0.568483	0.570322
01:08:00:00	0.572499	0.571852	0.569129	0.569221
01:08:00:00	0.562976	0.567224	0.573666	0.573508
01:08:00:00	0.571936	0.568330	0.568598	0.565364
01:08:00:00	0.570274	0.564978	0.566606	0.566448
01:08:00:00	0.565956	0.569635	0.566665	0.574158
01:08:00:00	0.566251	0.565471	0.567658	0.573898
01:08:00:00	0.572236	0.568774	0.572158	0.570226
01:08:00:00	0.569656	0.564550	0.566343	0.574942
01:08:00:00	0.568537	0.569506	0.571734	0.567215
01:08:00:00	0.563475	0.568673	0.574587	0.572328
01:08:00:00	0.565063	0.565112	0.573603	0.566473
01:08:00:00	0.571162	0.565068	0.570253	0.567718
01:08:00:00	0.564462	0.566037	0.568270	0.571215
01:08:00:00	0.571105	0.565665	0.574046	0.572525
01:08:00:00	0.571480	0.567057	0.571596	0.567448
01:08:00:00	0.567152	0.568034	0.567847	0.571273
01:08:00:00	0.567107	0.569340	0.567932	0.565488
01:08:00:00	0.569029	0.566888	0.567153	0.571702
01:08:00:00	0.572333	0.573461	0.572355	0.574878
01:08:00:00	0.563016	0.571881	0.571126	0.568300
01:08:00:00	0.567222	0.565609	0.569617	0.567638
01:08:00:00	0.569715	0.565655	0.567326	0.570433
01:08:00:00	0.565916	0.572738	0.571453	0.570747
01:08:00:00	0.564299	0.564760	0.570274	0.572690
01:08:00:00	0.563348	0.573327	0.567215	0.565252
01:08:00:00	0.570220	0.568601	0.572279	0.567294
01:08:00:00	0.563904	0.571082	0.575513	0.569972
01:08:00:00	0.568679	0.563974	0.574311	0.574022
01:08:00:00	0.571032	0.566297	0.568034	0.567549
01:08:00:00	0.570800	0.568041	0.575543	0.571806
01:08:00:00	0.568043	0.564173	0.574208	0.565739
01:08:00:00	0.562864	0.564480	0.575875	0.569522
01:08:00:00	0.569562	0.567423	0.571617	0.567792
01:08:00:00	0.566441	0.565837	0.575668	0.571439
01:08:00:00	0.566345	0.569177	0.569972	0.566751
01:08:00:00	0.570882	0.567653	0.574222	0.571345
01:08:00:00	0.563864	0.573063	0.571692	0.571457
01:08:00:00	0.572084	0.571532	0.570691	0.574029
01:08:00:00	0.567087	0.566165	0.574049	0.569959
01:08:00:00	0.567741	0.566036	0.573420	0.566460
01:08:00:00	0.571878	0.567199	0.571341	0.569200
01:08:00:00	0.568021	0.570054	0.572286	0.569958
01:08:00:00	0.563443	0.564750	0.573031	0.565583
01:08:00:00	0.564963	0.565709	0.566512	0.566785
01:08:00:00	0.570377	0.564143	0.572640	0.573359
01:08:00:00	0.565971	0.565844	0.570628	0.566883
01:08:00:00	0.563934	0.573374	0.569990	0.566530
01:08:00:00	0.567568	0.564188	0.571919	0.566966
01:08:00:00	0.564504	0.568082	0.569334	0.574801
01:08:00:00	0.562546	0.564479	0.566893	0.569273
01:08:00:00	0.566583	0.567933	0.575325	0.571840
01:08:00:00	0.563693	0.568370	0.570491	0.570002
01:08:00:00	0.570855	0.563649	0.572648	0.569562
01:08:00:00	0.570595	0.563920	0.567994	0.574082
01:08:00:00	0.563272	0.569616	0.568200	0.573917
01:08:00:00	0.569581	0.565502	0.568061	0.573496
01:08:00:00	0.572314	0.570625	0.574046	0.571981
01:08:00:00	0.566012	0.571123	0.566863	0.568656
01:08:00:00	0.571123	0.571307	0.568340	0.571946
01:08:00:00	0.572155	0.569763	0.571691	0.568435
01:08:00:00	0.565215	0.569514	0.573919	0.565867
01:08:00:00	0.563505	0.565148	0.568509	0.566849
01:08:00:00	0.563728	0.564662	0.572316	0.569350
01:08:00:00	0.563982	0.571414	0.575726	0.573191
01:08:00:00	0.570788	0.570943	0.571245	0.570599
01:08:00:00	0.566421	0.569921	0.571134	0.570987
01:08:00:00	0.570733	0.567423	0.572346	0.568522
01:08:00:00	0.571631	0.567979	0.575187	0.573240
01:08:00:00	0.566674	0.572481	0.575169	0.573688
01:08:00:00	0.566930	0.567213	0.568833	0.570453
01:08:00:00	0.563906	0.570210	0.570655	0.569582
01:08:00:00	0.570636	0.564667	0.573898	0.574355
01:08:00:00	0.571998	0.563620	0.573065	0.573977
01:08:00:00	0.572021	0.566419	0.574261	0.573076
01:08:00:00	0.562550	0.566981	0.573284	0.570842
01:08:00:00	0.564855	0.566825	0.574497	0.568052
01:08:00:00	0.562576	0.571920	0.574994	0.568538
01:08:00:00	0.562972	0.569371	0.570187	0.572538
01:08:00:00	0.563977	0.570830	0.568932	0.564733
01:08:00:00	0.569682	0.566924	0.571409	0.565872
01:08:00:00	0.568889	0.564153	0.568642	0.566050
01:08:00:00	0.570506	0.570550	0.566254	0.567216
01:08:00:00	0.562629	0.571995	0.569759	0.565420
01:08:00:00	0.568235	0.569502	0.574221	0.571691
01:08:00:00	0.563599	0.566558	0.569517	0.571148
01:08:00:00	0.569450	0.565356	0.568999	0.572945
01:08:00:00	0.566682	0.568816	0.569869	0.569313
01:08:00:00	0.571383	0.572784	0.568901	0.569967
01:08:00:00	0.565266	0.570975	0.569333	0.570566
01:08:00:00	0.568073	0.569139	0.575310	0.566916
01:08:00:00	0.564211	0.563772	0.571061	0.572489
01:08:00:00	0.568858	0.572684	0.575187	0.565737
01:08:00:00	0.569330	0.571237	0.572902	0.568475
01:08:00:00	0.568597	0.572273	0.575398	0.574235
01:08:00:00	0.571126	0.569650	0.567974	0.574022
01:08:00:00	0.563527	0.564644	0.568499	0.568071
01:08:00:00	0.569540	0.569294	0.574601	0.573739
01:08:00:00	0.571487	0.572540	0.574362	0.571195
01:08:00:00	0.571590	0.569764	0.569604	0.573589
01:08:00:00	0.564934	0.565951	0.568303	0.568084
01:08:00:00	0.569351	0.566348	0.574754	0.572722
01:08:00:00	0.563251	0.564166	0.572123	0.568086
01:08:00:00	0.568008	0.567574	0.567204	0.565526
01:08:00:00	0.565241	0.568990	0.569988	0.573804
01:08:00:00	0.569584	0.572205	0.568548	0.573481
01:08:00:00	0.570841	0.573003	0.572830	0.571937
01:08:00:00	0.564479	0.572096	0.566346	0.572905
01:08:00:00	0.567474	0.570728	0.569314	0.569758
01:08:00:00	0.569053	0.568832	0.570513	0.564863
01:08:00:00	0.564793	0.566438	0.569292	0.574071
01:08:00:00	0.568281	0.564551	0.569583	0.568680
01:08:00:00	0.565280	0.566802	0.569814	0.565435
01:08:00:00	0.570592	0.564467	0.574546	0.566946
01:08:00:00	0.567460	0.565593	0.573642	0.574257
01:08:00:00	0.562252	0.563624	0.569857	0.573516
01:08:00:00	0.568087	0.571283	0.567072	0.573065
01:08:00:00	0.566254	0.571434	0.570741	0.572223
01:08:00:00	0.565152	0.564478	0.574485	0.573941
01:08:00:00	0.562624	0.570343	0.573579	0.566392
01:08:00:00	0.569511	0.563475	0.566880	0.566125
01:08:00:00	0.563254	0.566001	0.570022	0.572479
01:08:00:00	0.567973	0.572612	0.567071	0.572370
01:08:00:00	0.571613	0.566923	0.573064	0.566589
01:08:00:00	0.570198	0.568650	0.573572	0.572544
01:08:00:00	0.564924	0.567324	0.570746	0.564675
01:08:00:00	0.565570	0.570946	0.572502	0.568634
01:08:00:00	0.567107	0.570707	0.568653	0.572030
01:08:00:00	0.565302	0.565474	0.575275	0.569808
01:08:00:00	0.569158	0.573009	0.572608	0.568761
01:08:00:00	0.565830	0.569455	0.573692	0.570267
01:08:00:00	0.562744	0.564806	0.571981	0.565586
01:08:00:00	0.570209	0.566786	0.570687	0.573401
01:08:00:00	0.571459	0.564617	0.571506	0.570692
01:08:00:00	0.567467	0.569581	0.568363	0.567358
01:08:00:00	0.564311	0.567416	0.567830	0.568142
01:08:00:00	0.567845	0.570460	0.568349	0.566633
01:08:00:00	0.570395	0.570077	0.568021	0.569435
01:08:00:00	0.566689	0.567560	0.568444	0.567380
01:08:00:00	0.562014	0.570993	0.570559	0.564464
01:08:00:00	0.569736	0.564043	0.566415	0.568844
01:08:00:00	0.564153	0.572283	0.565771	0.573118
01:08:00:00	0.563283	0.566700	0.574846	0.566419
01:08:00:00	0.569494	0.568443	0.571484	0.568274
01:08:00:00	0.571437	0.569286	0.570674	0.567455
01:08:00:00	0.564099	0.572269	0.572555	0.570974
01:08:00:00	0.569003	0.563677	0.571689	0.565845
01:08:00:00	0.568930	0.571112	0.567208	0.568488
01:08:00:00	0.566360	0.566678	0.566097	0.567955
01:08:00:00	0.565071	0.570697	0.574161	0.573190
01:08:00:00	0.570616	0.570922	0.574114	0.567088
01:08:00:00	0.566172	0.568022	0.569929	0.573413
01:08:00:00	0.565814	0.565133	0.569505	0.569892
01:08:00:00	0.564645	0.570939	0.572394	0.565276
01:08:00:00	0.569721	0.569448	0.571221	0.572570
01:08:00:00	0.568196	0.563211	0.575185	0.570390
01:08:00:00	0.564538	0.569204	0.569192	0.571978
01:08:00:00	0.563126	0.569340	0.569305	0.564896
01:08:00:00	0.571475	0.572751	0.566370	0.568147
01:08:00:00	0.571340	0.571786	0.571732	0.567459
01:08:00:00	0.564910	0.566492	0.573173	0.564220
01:08:00:00	0.568620	0.566838	0.574654	0.564593
01:08:00:00	0.563713	0.572772	0.574049	0.566267
01:08:00:00	0.564726	0.569790	0.570673	0.568102
01:08:00:00	0.564279	0.566073	0.566132	0.573293
01:08:00:00	0.569740	0.565374	0.568002	0.567760
01:08:00:00	0.571698	0.565191	0.570184	0.571580
01:08:00:00	0.566008	0.564461	0.572138	0.570611
01:08:00:00	0.567914	0.566930	0.571400	0.566571
01:08:00:00	0.562470	0.563102	0.569215	0.568898
01:08:00:00	0.569463	0.567175	0.568470	0.566082
01:08:00:00	0.568220	0.567916	0.571481	0.569699
01:08:00:00	0.540391	0.523832	0.596529	0.585916
01:08:00:00	0.587833	0.538208	0.606868	0.569477
01:08:00:00	0.516500	0.567954	0.574255	0.610596
01:08:00:00	0.534475	0.569646	0.531103	0.598480
01:08:00:00	0.583978	0.550710	0.556908	0.623350
01:08:00:00	0.578638	0.544809	0.575080	0.575279
01:08:00:00	0.583414	0.570018	0.604034	0.532759
01:08:00:00	0.559548	0.610715	0.602592	0.568868
01:08:00:00	0.539563	0.572701	0.598538	0.618177
01:08:00:00	0.529639	0.572293	0.546034	0.580224
01:08:00:00	0.568432	0.570286	0.567413	0.564170
01:08:00:00	0.570972	0.568167	0.570292	0.567447
01:08:00:00	0.570653	0.568546	0.568023	0.568148
01:08:00:00	0.568722	0.570952	0.569675	0.571980
01:08:00:00	0.561926	0.564509	0.572770	0.565275
01:08:00:00	0.570673	0.571775	0.567678	0.569753
01:08:00:00	0.567545	0.563846	0.569103	0.570357
01:08:00:00	0.565037	0.563555	0.567394	0.572575
01:08:00:00	0.562348	0.567433	0.566438	0.573621
01:08:00:00	0.567537	0.572766	0.565434	0.573457
01:08:00:00	0.571275	0.571954	0.567150	0.568327
01:08:00:00	0.569804	0.566718	0.568023	0.571279
01:08:00:00	0.567076	0.572378	0.569736	0.567383
01:08:00:00	0.565962	0.566060	0.570851	0.573201
01:08:00:00	0.566536	0.565769	0.573225	0.571848
01:08:00:00	0.568883	0.571846	0.565613	0.564442
01:08:00:00	0.564000	0.564246	0.568958	0.571013
01:08:00:00	0.561718	0.568565	0.571180	0.571804
01:08:00:00	0.568096	0.564687	0.570482	0.570785
01:08:00:00	0.565869	0.572105	0.567234	0.565707
01:08:00:00	0.566165	0.568502	0.574610	0.572345
01:08:00:00	0.565556	0.570740	0.571324	0.572711
01:08:00:00	0.564656	0.566437	0.568296	0.568272
01:08:00:00	0.568145	0.563271	0.569664	0.566010
01:08:00:00	0.567912	0.568397	0.568634	0.570205
01:08:00:00	0.570747	0.567087	0.571305	0.566950
01:08:00:00	0.568554	0.564257	0.569169	0.568125
01:08:00:00	0.569161	0.572516	0.565183	0.564881
01:08:00:00	0.569817	0.572026	0.566886	0.565969
01:08:00:00	0.561859	0.565808	0.571348	0.568707
01:08:00:00	0.565108	0.564222	0.569288	0.564389
01:08:00:00	0.562630	0.572588	0.567175	0.573743
01:08:00:00	0.565012	0.568861	0.569536	0.567576
01:08:00:00	0.569597	0.566753	0.574412	0.568366
01:08:00:00	0.562228	0.571595	0.569004	0.571617
01:08:00:00	0.566747	0.572470	0.568648	0.571753
01:08:00:00	0.571202	0.568908	0.571678	0.572393
01:08:00:00	0.569120	0.567070	0.567263	0.571470
01:08:00:00	0.569848	0.564543	0.568577	0.573685
01:08:00:00	0.567355	0.565762	0.572740	0.568464
01:08:00:00	0.561840	0.562727	0.567954	0.565904
01:08:00:00	0.565544	0.567892	0.568218	0.568198
01:08:00:00	0.566215	0.564307	0.566911	0.565572
01:08:00:00	0.570237	0.562730	0.573824	0.571924
01:08:00:00	0.569801	0.567140	0.568790	0.566165
01:08:00:00	0.563146	0.567862	0.565218	0.571868
01:08:00:00	0.565512	0.565293	0.566590	0.573530
01:08:00:00	0.562221	0.563564	0.571212	0.566837
01:08:00:00	0.567938	0.568203	0.574110	0.566976
01:08:00:00	0.570800	0.567692	0.571420	0.564307
01:08:00:00	0.565998	0.571902	0.566134	0.565482
01:08:00:00	0.569045	0.566529	0.570041	0.567416
01:08:00:00	0.569429	0.569795	0.569592	0.571170
01:08:00:00	0.567184	0.567970	0.569740	0.569741
01:08:00:00	0.566644	0.570253	0.574676	0.569321
01:08:00:00	0.567094	0.568560	0.572116	0.567473
01:08:00:00	0.570078	0.565428	0.571693	0.566543
01:08:00:00	0.570331	0.566515	0.570566	0.567314
01:08:00:00	0.566580	0.565734	0.568234	0.573509
01:08:00:00	0.568094	0.566810	0.570162	0.570653
01:08:00:00	0.569417	0.570376	0.574096	0.569648
01:08:00:00	0.566979	0.572077	0.573741	0.569453
01:08:00:00	0.565108	0.568779	0.565768	0.565883
01:08:00:00	0.564409	0.567064	0.572125	0.568669
01:08:00:00	0.566434	0.569806	0.565776	0.572107
01:08:00:00	0.563959	0.571238	0.565129	0.571589
01:08:00:00	0.562731	0.566896	0.565583	0.568735
01:08:00:00	0.561819	0.566792	0.571651	0.571996
01:08:00:00	0.564014	0.565889	0.566522	0.564012
01:08:00:00	0.569534	0.562740	0.568773	0.572605
01:08:00:00	0.570439	0.569128	0.567207	0.573525
01:08:00:00	0.565951	0.572079	0.565056	0.572945
01:08:00:00	0.566792	0.567050	0.565580	0.570472
01:08:00:00	0.563544	0.562701	0.566953	0.568792
01:08:00:00	0.570969	0.570322	0.567599	0.567691
01:08:00:00	0.561446	0.565694	0.572136	0.571978
01:08:00:00	0.570406	0.566800	0.567068	0.563834
01:08:00:00	0.568744	0.563448	0.565076	0.564918
01:08:00:00	0.564426	0.568105	0.565135	0.572628
01:08:00:00	0.564721	0.563941	0.566128	0.572368
01:08:00:00	0.570706	0.567244	0.570628	0.568696
01:08:00:00	0.568126	0.563020	0.564813	0.573412
01:08:00:00	0.567007	0.567976	0.570204	0.565685
01:08:00:00	0.561945	0.567143	0.573057	0.570798
01:08:00:00	0.563533	0.563582	0.572073	0.564943
01:08:00:00	0.569632	0.563538	0.568723	0.566188
01:08:00:00	0.562932	0.564507	0.566740	0.569685
01:08:00:00	0.569575	0.564135	0.572516	0.570995
01:08:00:00	0.569950	0.565527	0.570066	0.565918
01:08:00:00	0.565622	0.566504	0.566317	0.569743
01:08:00:00	0.565577	0.567810	0.566402	0.563958
01:08:00:00	0.567499	0.565358	0.565623	0.570172
01:08:00:00	0.570803	0.571931	0.570825	0.573348
01:08:00:00	0.561486	0.570351	0.569596	0.566770
01:08:00:00	0.565692	0.564079	0.568087	0.566108
01:08:00:00	0.568185	0.564125	0.565796	0.568903
01:08:00:00	0.564386	0.571208	0.569923	0.569217
01:08:00:00	0.562769	0.563230	0.568744	0.571160
01:08:00:00	0.561818	0.571797	0.565685	0.563722
01:08:00:00	0.568690	0.567071	0.570749	0.565764
01:08:00:00	0.562374	0.569552	0.573983	0.568442
01:08:00:00	0.567149	0.562444	0.572781	0.572492
01:08:00:00	0.569502	0.564767	0.566504	0.566019
01:08:00:00	0.569270	0.566511	0.574013	0.570276
01:08:00:00	0.566513	0.562643	0.572678	0.564209
01:08:00:00	0.561334	0.562950	0.574345	0.567992
01:08:00:00	0.568032	0.565893	0.570087	0.566262
01:08:00:00	0.564911	0.564307	0.574138	0.569909
01:08:00:00	0.564815	0.567647	0.568442	0.565221
01:08:00:00	0.569352	0.566123	0.572692	0.569815
01:08:00:00	0.562334	0.571533	0.570162	0.569927
01:08:00:00	0.570554	0.570002	0.569161	0.572499
01:08:00:00	0.565557	0.564635	0.572519	0.568429
01:08:00:00	0.566211	0.564506	0.571890	0.564930
01:08:00:00	0.570348	0.565669	0.569811	0.567670
01:08:00:00	0.566491	0.568524	0.570756	0.568428
01:08:00:00	0.561913	0.563220	0.571501	0.564053
01:08:00:00	0.563433	0.564179	0.564982	0.565255
01:08:00:00	0.568847	0.562613	0.571110	0.571829
01:08:00:00	0.564441	0.564314	0.569098	0.565353
01:08:00:00	0.562404	0.571844	0.568460	0.565000
01:08:00:00	0.566038	0.562658	0.570389	0.565436
01:08:00:00	0.562974	0.566552	0.567804	0.573271
01:08:00:00	0.561016	0.562949	0.565363	0.567743
01:08:00:00	0.565053	0.566403	0.573795	0.570310
01:08:00:00	0.562163	0.566840	0.568961	0.568472
01:08:00:00	0.569325	0.562119	0.571118	0.568032
01:08:00:00	0.569065	0.562390	0.566464	0.572552
01:08:00:00	0.561742	0.568086	0.566670	0.572387
01:08:00:00	0.568051	0.563972	0.566531	0.571966
01:08:00:00	0.570784	0.569095	0.572516	0.570451
01:08:00:00	0.564482	0.569593	0.565333	0.567126
01:08:00:00	0.569593	0.569777	0.566810	0.570416
01:08:00:00	0.570625	0.568233	0.570161	0.566905
01:08:00:00	0.563685	0.567984	0.572389	0.564337
01:08:00:00	0.561975	0.563618	0.566979	0.565319
01:08:00:00	0.562198	0.563132	0.570786	0.567820
01:08:00:00	0.562452	0.569884	0.574196	0.571661
01:08:00:00	0.569258	0.569413	0.569715	0.569069
01:08:00:00	0.564891	0.568391	0.569604	0.569457
01:08:00:00	0.569203	0.565893	0.570816	0.566992
01:08:00:00	0.570101	0.566449	0.573657	0.571710
01:08:00:00	0.565144	0.570951	0.573639	0.572158
01:08:00:00	0.565400	0.565683	0.567303	0.568923
01:08:00:00	0.562376	0.568680	0.569125	0.568052
01:08:00:00	0.569106	0.563137	0.572368	0.572825
01:08:00:00	0.570468	0.562090	0.571535	0.572447
01:08:00:00	0.570491	0.564889	0.572731	0.571546
01:08:00:00	0.561020	0.565451	0.571754	0.569312
01:08:00:00	0.563325	0.565295	0.572967	0.566522
01:08:00:00	0.561046	0.570390	0.573464	0.567008
01:08:00:00	0.561442	0.567841	0.568657	0.571008
01:08:00:00	0.562447	0.569300	0.567402	0.563203
01:08:00:00	0.568152	0.565394	0.569879	0.564342
01:08:00:00	0.567359	0.562623	0.567112	0.564520
01:08:00:00	0.568976	0.569020	0.564724	0.565686
01:08:00:00	0.561099	0.570465	0.568229	0.563890
01:08:00:00	0.566705	0.567972	0.572691	0.570161
01:08:00:00	0.562069	0.565028	0.567987	0.569618
01:08:00:00	0.567920	0.563826	0.567469	0.571415
01:08:00:00	0.565152	0.567286	0.568339	0.567783
01:08:00:00	0.569853	0.571254	0.567371	0.568437
01:08:00:00	0.563736	0.569445	0.567803	0.569036
01:08:00:00	0.566543	0.567609	0.573780	0.565386
01:08:00:00	0.562681	0.562242	0.569531	0.570959
01:08:00:00	0.567328	0.571154	0.573657	0.564207
01:08:00:00	0.567800	0.569707	0.571372	0.566945
01:08:00:00	0.567067	0.570743	0.573868	0.572705
01:08:00:00	0.569596	0.568120	0.566444	0.572492
01:08:00:00	0.561997	0.563114	0.566969	0.566541
01:08:00:00	0.568010	0.567764	0.573071	0.572209
01:08:00:00	0.569957	0.571010	0.572832	0.569665
01:08:00:00	0.570060	0.568234	0.568074	0.572059
01:08:00:00	0.563404	0.564421	0.566773	0.566554
01:08:00:00	0.567821	0.564818	0.573224	0.571192
01:08:00:00	0.561721	0.562636	0.570593	0.566556
