粉尘名称：
粉尘粒径：
粉尘含水量：

初始含氧量：
初始压力：
测试浓度：
点火能量：
反应器体积：0.000Lt1Pmax=0.628149,t=0.274700S(dp/dt)max=698.164321/S  kst=698.164321.m/St2Pmax=0.631058,t=0.274700S(dp/dt)max=815.362646/S  kst=815.362646.m/St3Pmax=0.636721,t=0.324900S(dp/dt)max=947.061579/S  kst=947.061579.m/S时间	t1	t2	t3	t4
D:H:M:S				
01:08:00:00	-0.074362	-0.082089	-0.074055	-0.079290
01:08:00:00	-0.077041	-0.083048	-0.076761	-0.083581
01:08:00:00	-0.081948	-0.076912	-0.077708	-0.079621
01:08:00:00	-0.081861	-0.080386	-0.081205	-0.078542
01:08:00:00	-0.081718	-0.080768	-0.081552	-0.076615
01:08:00:00	-0.076515	-0.074258	-0.077423	-0.080176
01:08:00:00	-0.075279	-0.079905	-0.079319	-0.081663
01:08:00:00	-0.080335	-0.077859	-0.074512	-0.076621
01:08:00:00	-0.083279	-0.076710	-0.080084	-0.076637
01:08:00:00	-0.081878	-0.078967	-0.077772	-0.079505
01:08:00:00	-0.074799	-0.082333	-0.075142	-0.079081
01:08:00:00	-0.079080	-0.083442	-0.074543	-0.078847
01:08:00:00	-0.082952	-0.083332	-0.079289	-0.080337
01:08:00:00	-0.080645	-0.075752	-0.077284	-0.076545
01:08:00:00	-0.075752	-0.076433	-0.075011	-0.081744
01:08:00:00	-0.079142	-0.079614	-0.081926	-0.082380
01:08:00:00	-0.078069	-0.079977	-0.079323	-0.075406
01:08:00:00	-0.080912	-0.081971	-0.078497	-0.078103
01:08:00:00	-0.082388	-0.082035	-0.078590	-0.078312
01:08:00:00	-0.074530	-0.082107	-0.075434	-0.077839
01:08:00:00	-0.074135	-0.081350	-0.080737	-0.084658
01:08:00:00	-0.081865	-0.083791	-0.081906	-0.082437
01:08:00:00	-0.074715	-0.082832	-0.078933	-0.079215
01:08:00:00	-0.073944	-0.076048	-0.081026	-0.076973
01:08:00:00	-0.080248	-0.082981	-0.080022	-0.078863
01:08:00:00	-0.082269	-0.076992	-0.076501	-0.082684
01:08:00:00	-0.083289	-0.079378	-0.075890	-0.082736
01:08:00:00	-0.077178	-0.077312	-0.079053	-0.075266
01:08:00:00	-0.076874	-0.077688	-0.076106	-0.075844
01:08:00:00	-0.083067	-0.081632	-0.080592	-0.082176
01:08:00:00	-0.080802	-0.079667	-0.079532	-0.084735
01:08:00:00	-0.076409	-0.078187	-0.076580	-0.081354
01:08:00:00	-0.081782	-0.075979	-0.078371	-0.077293
01:08:00:00	-0.076964	-0.081708	-0.074448	-0.076903
01:08:00:00	-0.077751	-0.080651	-0.080642	-0.079445
01:08:00:00	-0.077042	-0.081587	-0.082791	-0.076911
01:08:00:00	-0.078773	-0.076946	-0.082530	-0.080805
01:08:00:00	-0.079467	-0.082908	-0.078410	-0.076953
01:08:00:00	-0.073907	-0.082176	-0.074212	-0.082788
01:08:00:00	-0.081988	-0.079501	-0.074327	-0.076983
01:08:00:00	-0.079568	-0.081717	-0.074574	-0.079939
01:08:00:00	-0.074841	-0.076389	-0.081976	-0.081827
01:08:00:00	-0.075379	-0.081553	-0.081269	-0.076178
01:08:00:00	-0.078460	-0.076907	-0.080523	-0.081963
01:08:00:00	-0.080375	-0.083561	-0.075334	-0.083369
01:08:00:00	-0.077002	-0.079136	-0.079682	-0.082921
01:08:00:00	-0.073784	-0.082665	-0.077896	-0.078616
01:08:00:00	-0.081425	-0.080894	-0.082261	-0.083965
01:08:00:00	-0.073978	-0.083605	-0.076441	-0.076358
01:08:00:00	-0.083090	-0.074667	-0.074419	-0.080882
01:08:00:00	-0.079900	-0.076431	-0.082872	-0.078159
01:08:00:00	-0.075255	-0.082199	-0.073947	-0.084706
01:08:00:00	-0.075040	-0.078469	-0.075246	-0.081183
01:08:00:00	-0.081557	-0.080149	-0.078887	-0.076611
01:08:00:00	-0.082937	-0.075206	-0.077215	-0.076125
01:08:00:00	-0.079914	-0.081067	-0.076637	-0.078688
01:08:00:00	-0.076114	-0.075201	-0.074957	-0.077968
01:08:00:00	-0.078386	-0.079025	-0.075395	-0.083741
01:08:00:00	-0.081161	-0.080978	-0.073949	-0.074843
01:08:00:00	-0.073642	-0.075027	-0.077844	-0.078686
01:08:00:00	-0.079538	-0.079345	-0.082800	-0.076323
01:08:00:00	-0.078691	-0.080165	-0.079835	-0.077916
01:08:00:00	-0.073650	-0.083693	-0.082822	-0.074875
01:08:00:00	-0.081062	-0.074864	-0.073860	-0.079361
01:08:00:00	-0.075767	-0.074105	-0.083150	-0.078167
01:08:00:00	-0.081413	-0.078660	-0.080478	-0.081925
01:08:00:00	-0.082809	-0.083836	-0.082704	-0.077276
01:08:00:00	-0.075915	-0.080575	-0.076168	-0.083593
01:08:00:00	-0.077044	-0.080798	-0.081018	-0.080582
01:08:00:00	-0.079682	-0.077905	-0.076012	-0.081958
01:08:00:00	-0.080052	-0.083232	-0.074296	-0.077643
01:08:00:00	-0.075091	-0.083608	-0.076213	-0.078375
01:08:00:00	-0.078068	-0.076078	-0.081653	-0.084361
01:08:00:00	-0.081491	-0.076918	-0.077631	-0.074700
01:08:00:00	-0.078495	-0.077665	-0.082365	-0.077618
01:08:00:00	-0.077426	-0.082201	-0.078132	-0.083221
01:08:00:00	-0.075871	-0.077427	-0.073433	-0.075030
01:08:00:00	-0.080497	-0.076556	-0.080565	-0.084446
01:08:00:00	-0.080264	-0.081905	-0.080049	-0.075134
01:08:00:00	-0.074719	-0.076964	-0.082004	-0.077553
01:08:00:00	-0.081508	-0.077474	-0.080767	-0.076719
01:08:00:00	-0.076321	-0.083725	-0.081166	-0.079848
01:08:00:00	-0.079939	-0.079261	-0.082347	-0.077353
01:08:00:00	-0.074070	-0.083473	-0.075322	-0.077306
01:08:00:00	-0.081383	-0.077371	-0.074189	-0.077727
01:08:00:00	-0.075104	-0.078918	-0.082021	-0.079361
01:08:00:00	-0.075194	-0.076684	-0.073590	-0.084141
01:08:00:00	-0.075227	-0.081067	-0.081760	-0.077330
01:08:00:00	-0.073380	-0.075031	-0.080190	-0.082975
01:08:00:00	-0.078156	-0.076288	-0.073344	-0.076781
01:08:00:00	-0.076721	-0.079388	-0.081109	-0.075010
01:08:00:00	-0.077156	-0.074964	-0.078647	-0.079466
01:08:00:00	-0.082262	-0.074124	-0.079260	-0.077915
01:08:00:00	-0.074285	-0.082006	-0.078188	-0.075073
01:08:00:00	-0.077986	-0.074226	-0.076740	-0.079182
01:08:00:00	-0.081979	-0.081076	-0.081089	-0.080455
01:08:00:00	-0.076251	-0.082662	-0.080006	-0.082780
01:08:00:00	-0.080726	-0.082890	-0.082498	-0.080666
01:08:00:00	-0.077967	-0.078711	-0.082713	-0.083669
01:08:00:00	-0.074825	-0.076376	-0.081774	-0.079964
01:08:00:00	-0.078735	-0.075930	-0.081945	-0.080061
01:08:00:00	-0.074178	-0.082603	-0.073366	-0.074623
01:08:00:00	-0.073363	-0.078484	-0.080807	-0.079010
01:08:00:00	-0.079596	-0.076704	-0.075419	-0.077063
01:08:00:00	-0.080201	-0.075252	-0.076643	-0.080166
01:08:00:00	-0.082654	-0.075552	-0.082083	-0.074784
01:08:00:00	-0.074280	-0.074923	-0.081526	-0.081170
01:08:00:00	-0.073686	-0.077772	-0.075388	-0.076818
01:08:00:00	-0.076995	-0.081324	-0.080365	-0.075026
01:08:00:00	-0.074765	-0.074744	-0.082970	-0.077812
01:08:00:00	-0.081024	-0.079812	-0.082459	-0.080769
01:08:00:00	-0.081810	-0.075129	-0.080884	-0.083080
01:08:00:00	-0.078615	-0.076564	-0.082332	-0.083278
01:08:00:00	-0.078812	-0.074434	-0.077241	-0.084408
01:08:00:00	-0.082468	-0.082558	-0.073535	-0.079320
01:08:00:00	-0.077963	-0.078407	-0.073824	-0.083398
01:08:00:00	-0.080953	-0.081425	-0.073755	-0.082473
01:08:00:00	-0.079803	-0.077945	-0.081688	-0.083289
01:08:00:00	-0.077128	-0.081173	-0.074515	-0.080915
01:08:00:00	-0.080956	-0.082360	-0.076692	-0.080115
01:08:00:00	-0.082855	-0.079283	-0.075527	-0.082954
01:08:00:00	-0.081932	-0.079598	-0.078133	-0.082641
01:08:00:00	-0.076415	-0.078112	-0.080401	-0.077510
01:08:00:00	-0.079757	-0.075543	-0.081882	-0.078146
01:08:00:00	-0.073316	-0.076644	-0.075035	-0.083342
01:08:00:00	-0.082497	-0.074118	-0.079774	-0.075984
01:08:00:00	-0.073071	-0.080855	-0.077355	-0.076963
01:08:00:00	-0.076185	-0.074879	-0.074613	-0.081201
01:08:00:00	-0.075454	-0.081813	-0.076372	-0.083430
01:08:00:00	-0.073757	-0.083574	-0.076829	-0.077372
01:08:00:00	-0.075002	-0.083109	-0.081671	-0.076380
01:08:00:00	-0.082614	-0.079398	-0.077357	-0.078387
01:08:00:00	-0.079841	-0.077738	-0.075974	-0.077249
01:08:00:00	-0.075451	-0.081028	-0.077595	-0.081688
01:08:00:00	-0.080152	-0.080944	-0.076656	-0.079683
01:08:00:00	-0.077822	-0.074875	-0.074469	-0.080692
01:08:00:00	-0.076064	-0.081688	-0.077871	-0.083091
01:08:00:00	-0.076708	-0.076688	-0.073642	-0.080464
01:08:00:00	-0.082777	-0.081843	-0.076942	-0.075365
01:08:00:00	-0.075726	-0.077723	-0.074837	-0.075306
01:08:00:00	-0.080022	-0.081849	-0.078107	-0.076659
01:08:00:00	-0.082871	-0.073892	-0.076719	-0.078971
01:08:00:00	-0.076840	-0.075795	-0.075097	-0.076096
01:08:00:00	-0.074150	-0.074668	-0.073568	-0.076696
01:08:00:00	-0.078420	-0.083274	-0.073934	-0.083701
01:08:00:00	-0.073595	-0.078420	-0.076594	-0.074644
01:08:00:00	-0.078545	-0.079435	-0.082427	-0.077938
01:08:00:00	-0.082599	-0.080176	-0.079171	-0.076779
01:08:00:00	-0.073580	-0.080472	-0.074130	-0.080133
01:08:00:00	-0.076807	-0.075109	-0.074323	-0.084290
01:08:00:00	-0.081627	-0.077105	-0.082609	-0.080810
01:08:00:00	-0.078808	-0.078315	-0.074706	-0.081445
01:08:00:00	-0.076238	-0.078778	-0.075699	-0.077141
01:08:00:00	-0.079734	-0.074285	-0.077064	-0.078708
01:08:00:00	-0.077158	-0.075328	-0.078410	-0.084305
01:08:00:00	-0.080983	-0.077798	-0.081544	-0.076038
01:08:00:00	-0.082781	-0.082148	-0.073345	-0.078801
01:08:00:00	-0.078733	-0.082244	-0.078483	-0.078638
01:08:00:00	-0.079916	-0.076218	-0.075694	-0.079113
01:08:00:00	-0.082870	-0.079342	-0.082649	-0.077807
01:08:00:00	-0.076947	-0.081621	-0.078059	-0.079032
01:08:00:00	-0.073895	-0.080396	-0.077562	-0.076866
01:08:00:00	-0.077024	-0.075746	-0.073757	-0.077930
01:08:00:00	-0.076862	-0.080313	-0.073816	-0.080820
01:08:00:00	-0.081590	-0.076243	-0.074034	-0.084229
01:08:00:00	-0.075643	-0.081353	-0.076791	-0.081520
01:08:00:00	-0.081606	-0.082669	-0.073980	-0.083614
01:08:00:00	-0.077636	-0.083474	-0.080867	-0.075283
01:08:00:00	-0.079735	-0.077959	-0.076693	-0.081128
01:08:00:00	-0.080736	-0.081979	-0.080849	-0.075912
01:08:00:00	-0.076475	-0.075830	-0.082481	-0.083675
01:08:00:00	-0.074764	-0.083366	-0.080351	-0.077428
01:08:00:00	-0.074060	-0.073930	-0.080575	-0.078553
01:08:00:00	-0.081684	-0.073775	-0.077803	-0.078063
01:08:00:00	-0.077734	-0.076415	-0.078534	-0.080933
01:08:00:00	-0.076221	-0.083258	-0.078559	-0.081762
01:08:00:00	-0.073077	-0.078981	-0.077456	-0.084133
01:08:00:00	-0.075972	-0.074720	-0.079676	-0.075467
01:08:00:00	-0.081289	-0.076460	-0.076626	-0.077407
01:08:00:00	-0.074096	-0.082748	-0.078359	-0.079647
01:08:00:00	-0.081229	-0.077487	-0.073288	-0.082276
01:08:00:00	-0.081218	-0.073899	-0.074048	-0.080884
01:08:00:00	-0.082754	-0.073742	-0.081389	-0.079854
01:08:00:00	-0.076843	-0.077551	-0.079968	-0.081055
01:08:00:00	-0.078263	-0.078079	-0.076360	-0.079188
01:08:00:00	-0.074043	-0.074732	-0.081261	-0.078755
01:08:00:00	-0.076660	-0.077394	-0.077074	-0.078700
01:08:00:00	-0.074649	-0.082913	-0.077926	-0.075990
01:08:00:00	-0.074537	-0.074031	-0.084274	-0.080023
01:08:00:00	-0.074198	-0.080479	-0.082093	-0.074920
01:08:00:00	-0.076107	-0.079946	-0.080678	-0.080123
01:08:00:00	-0.079942	-0.082984	-0.080637	-0.074757
01:08:00:00	-0.073153	-0.081317	-0.079038	-0.074292
01:08:00:00	-0.081061	-0.079029	-0.079738	-0.081174
01:08:00:00	-0.074334	-0.077890	-0.078473	-0.075719
01:08:00:00	-0.075343	-0.081593	-0.076677	-0.082271
01:08:00:00	-0.076187	-0.083319	-0.082035	-0.083544
01:08:00:00	-0.076607	-0.077089	-0.075865	-0.077842
01:08:00:00	-0.077598	-0.075754	-0.080561	-0.074542
01:08:00:00	-0.078099	-0.080276	-0.082114	-0.081052
01:08:00:00	-0.076750	-0.076614	-0.078036	-0.077328
01:08:00:00	-0.077522	-0.081667	-0.077423	-0.076043
01:08:00:00	-0.075157	-0.080140	-0.076615	-0.077329
01:08:00:00	-0.081954	-0.076806	-0.081764	-0.078957
01:08:00:00	-0.076960	-0.082452	-0.079276	-0.077637
01:08:00:00	-0.074797	-0.078271	-0.083443	-0.081068
01:08:00:00	-0.074073	-0.076593	-0.079291	-0.078746
01:08:00:00	-0.080979	-0.078920	-0.078882	-0.075968
01:08:00:00	-0.074073	-0.081111	-0.077878	-0.082213
01:08:00:00	-0.081207	-0.080749	-0.083392	-0.080692
01:08:00:00	-0.082018	-0.076154	-0.077539	-0.081688
01:08:00:00	-0.076254	-0.078305	-0.075674	-0.080763
01:08:00:00	-0.080706	-0.080248	-0.075737	-0.081379
01:08:00:00	-0.076059	-0.079679	-0.079199	-0.078511
01:08:00:00	-0.075954	-0.078483	-0.076981	-0.079055
01:08:00:00	-0.079197	-0.083356	-0.075061	-0.078936
01:08:00:00	-0.074318	-0.079207	-0.084049	-0.079261
01:08:00:00	-0.081872	-0.075677	-0.079823	-0.076529
01:08:00:00	-0.075536	-0.082115	-0.076314	-0.079877
01:08:00:00	-0.075503	-0.077424	-0.077784	-0.079397
01:08:00:00	-0.077478	-0.074141	-0.076229	-0.083846
01:08:00:00	-0.074288	-0.077330	-0.081401	-0.083777
01:08:00:00	-0.080367	-0.078573	-0.081252	-0.080082
01:08:00:00	-0.077412	-0.077870	-0.081633	-0.080269
01:08:00:00	-0.073277	-0.079523	-0.080302	-0.076934
01:08:00:00	-0.081377	-0.081692	-0.080339	-0.075937
01:08:00:00	-0.078442	-0.081750	-0.082015	-0.079586
01:08:00:00	-0.082509	-0.078102	-0.079032	-0.074127
01:08:00:00	-0.078719	-0.074543	-0.084349	-0.081517
01:08:00:00	-0.076508	-0.078092	-0.080139	-0.082218
01:08:00:00	-0.079052	-0.082025	-0.082073	-0.075386
01:08:00:00	-0.081350	-0.081190	-0.079622	-0.079422
01:08:00:00	-0.077248	-0.076564	-0.082926	-0.083409
01:08:00:00	-0.077954	-0.081523	-0.082340	-0.075226
01:08:00:00	-0.076505	-0.081116	-0.083949	-0.075228
01:08:00:00	-0.076258	-0.080416	-0.083482	-0.082502
01:08:00:00	-0.076613	-0.081339	-0.076680	-0.076307
01:08:00:00	-0.074230	-0.074040	-0.082915	-0.074815
01:08:00:00	-0.082439	-0.077867	-0.079768	-0.076031
01:08:00:00	-0.073088	-0.081232	-0.079417	-0.083136
01:08:00:00	-0.081280	-0.074748	-0.081057	-0.081519
01:08:00:00	-0.079512	-0.075675	-0.082551	-0.082407
01:08:00:00	-0.076350	-0.081564	-0.079916	-0.081656
01:08:00:00	-0.075003	-0.074471	-0.080691	-0.081940
01:08:00:00	-0.075307	-0.080417	-0.079306	-0.082669
01:08:00:00	-0.075449	-0.076025	-0.082655	-0.081975
01:08:00:00	-0.082070	-0.073862	-0.078711	-0.082897
01:08:00:00	-0.081325	-0.080196	-0.077766	-0.083138
01:08:00:00	-0.078060	-0.080704	-0.077735	-0.078212
01:08:00:00	-0.073543	-0.074335	-0.074856	-0.083012
01:08:00:00	-0.077392	-0.076726	-0.078054	-0.082656
01:08:00:00	-0.075949	-0.073404	-0.077982	-0.076705
01:08:00:00	-0.072729	-0.079976	-0.077994	-0.082747
01:08:00:00	-0.073036	-0.078637	-0.083020	-0.082683
01:08:00:00	-0.078313	-0.081189	-0.078162	-0.080937
01:08:00:00	-0.074540	-0.074449	-0.076087	-0.082210
01:08:00:00	-0.074015	-0.073881	-0.081921	-0.073988
01:08:00:00	-0.081782	-0.073644	-0.082111	-0.078662
01:08:00:00	-0.078301	-0.077310	-0.082831	-0.078431
01:08:00:00	-0.079953	-0.074604	-0.079495	-0.083845
01:08:00:00	-0.076269	-0.076041	-0.081670	-0.077378
01:08:00:00	-0.077629	-0.079272	-0.081214	-0.078587
01:08:00:00	-0.074440	-0.081709	-0.082927	-0.081813
01:08:00:00	-0.076051	-0.074536	-0.076223	-0.074905
01:08:00:00	-0.079934	-0.073784	-0.075565	-0.080677
01:08:00:00	-0.076850	-0.075644	-0.080660	-0.076215
01:08:00:00	-0.074543	-0.078413	-0.076531	-0.081721
01:08:00:00	-0.074115	-0.079113	-0.082124	-0.083683
01:08:00:00	-0.079092	-0.080290	-0.083393	-0.075148
01:08:00:00	-0.080344	-0.076762	-0.077552	-0.079983
01:08:00:00	-0.078042	-0.074570	-0.079621	-0.080627
01:08:00:00	-0.073104	-0.082757	-0.081752	-0.077757
01:08:00:00	-0.077200	-0.081249	-0.083184	-0.079915
01:08:00:00	-0.077217	-0.080240	-0.082546	-0.082694
01:08:00:00	-0.073903	-0.076618	-0.078251	-0.075463
01:08:00:00	-0.072715	-0.081184	-0.080926	-0.081666
01:08:00:00	-0.075849	-0.079659	-0.080533	-0.077398
01:08:00:00	-0.076668	-0.082875	-0.080975	-0.081280
01:08:00:00	-0.078578	-0.081484	-0.082810	-0.078782
01:08:00:00	-0.081645	-0.077680	-0.083373	-0.079402
01:08:00:00	-0.073750	-0.074034	-0.079736	-0.075242
01:08:00:00	-0.075584	-0.080764	-0.078134	-0.081051
01:08:00:00	-0.078041	-0.075402	-0.077399	-0.083405
01:08:00:00	-0.075977	-0.080665	-0.084052	-0.078597
01:08:00:00	-0.079978	-0.079729	-0.077781	-0.076724
01:08:00:00	-0.081272	-0.078452	-0.080863	-0.081371
01:08:00:00	-0.081726	-0.082472	-0.076645	-0.076221
01:08:00:00	-0.081994	-0.073739	-0.084537	-0.082194
01:08:00:00	-0.077531	-0.074398	-0.084554	-0.081030
01:08:00:00	-0.081287	-0.074430	-0.083477	-0.082149
01:08:00:00	-0.075193	-0.073563	-0.078912	-0.083098
01:08:00:00	-0.079138	-0.079009	-0.079238	-0.074206
01:08:00:00	-0.079620	-0.075002	-0.077897	-0.081516
01:08:00:00	-0.081522	-0.077000	-0.082590	-0.078247
01:08:00:00	-0.076432	-0.076140	-0.080653	-0.078876
01:08:00:00	-0.075812	-0.077355	-0.082086	-0.074855
01:08:00:00	-0.077366	-0.079841	-0.078326	-0.075070
01:08:00:00	-0.074024	-0.075190	-0.075080	-0.081090
01:08:00:00	-0.079283	-0.077389	-0.079432	-0.082114
01:08:00:00	-0.073292	-0.081908	-0.080366	-0.074889
01:08:00:00	-0.082366	-0.077183	-0.083331	-0.074212
01:08:00:00	-0.082351	-0.077586	-0.083455	-0.083715
01:08:00:00	-0.075107	-0.078487	-0.074637	-0.083011
01:08:00:00	-0.075995	-0.077380	-0.080375	-0.075678
01:08:00:00	-0.079686	-0.080122	-0.078592	-0.082370
01:08:00:00	-0.081186	-0.081994	-0.084252	-0.076309
01:08:00:00	-0.073324	-0.082943	-0.076254	-0.079343
01:08:00:00	-0.073117	-0.078507	-0.077825	-0.082703
01:08:00:00	-0.077588	-0.077112	-0.075599	-0.082104
01:08:00:00	-0.076222	-0.075505	-0.083847	-0.073881
01:08:00:00	-0.074138	-0.075053	-0.079778	-0.077251
01:08:00:00	-0.081952	-0.082750	-0.078925	-0.076948
01:08:00:00	-0.078431	-0.077492	-0.083358	-0.075097
01:08:00:00	-0.079001	-0.073593	-0.080087	-0.077707
01:08:00:00	-0.074301	-0.074070	-0.081664	-0.077032
01:08:00:00	-0.076371	-0.082811	-0.081513	-0.076819
01:08:00:00	-0.073395	-0.075768	-0.084108	-0.078482
01:08:00:00	-0.072741	-0.078390	-0.078900	-0.081937
01:08:00:00	-0.074114	-0.076379	-0.082049	-0.081185
01:08:00:00	-0.081746	-0.073122	-0.077622	-0.079765
01:08:00:00	-0.074434	-0.081341	-0.078598	-0.077336
01:08:00:00	-0.072436	-0.080359	-0.079556	-0.074384
01:08:00:00	-0.076067	-0.082735	-0.084196	-0.081982
01:08:00:00	-0.082139	-0.073210	-0.082907	-0.074683
01:08:00:00	-0.080675	-0.075083	-0.082368	-0.080305
01:08:00:00	-0.077722	-0.077324	-0.075308	-0.078667
01:08:00:00	-0.073604	-0.079930	-0.079003	-0.079424
01:08:00:00	-0.073753	-0.081838	-0.075020	-0.083356
01:08:00:00	-0.077955	-0.081322	-0.084238	-0.075449
01:08:00:00	-0.099127	-0.095792	-0.111689	-0.044022
01:08:00:00	-0.074753	-0.072440	-0.097657	-0.086163
01:08:00:00	-0.069236	-0.069335	-0.091144	-0.095811
01:08:00:00	-0.043342	-0.071546	-0.064931	-0.069458
01:08:00:00	-0.101082	-0.092957	-0.101049	-0.092357
01:08:00:00	-0.071918	-0.118350	-0.131361	-0.077930
01:08:00:00	-0.045617	-0.101241	-0.089097	-0.096459
01:08:00:00	-0.105019	-0.069753	-0.099501	-0.077619
01:08:00:00	-0.092486	-0.050851	-0.076318	-0.074173
01:08:00:00	-0.045203	-0.099029	-0.038410	-0.067054
01:08:00:00	-0.080496	-0.076445	-0.075459	-0.076776
01:08:00:00	-0.074218	-0.077992	-0.083291	-0.078410
01:08:00:00	-0.074308	-0.075758	-0.074860	-0.083191
01:08:00:00	-0.074342	-0.080141	-0.083030	-0.076380
01:08:00:00	-0.072494	-0.074106	-0.081460	-0.082025
01:08:00:00	-0.077270	-0.075362	-0.074614	-0.075831
01:08:00:00	-0.075836	-0.078463	-0.082379	-0.074060
01:08:00:00	-0.076271	-0.074039	-0.079917	-0.078516
01:08:00:00	-0.081377	-0.073199	-0.080529	-0.076966
01:08:00:00	-0.073400	-0.081081	-0.079457	-0.074123
01:08:00:00	-0.077102	-0.073302	-0.078009	-0.078232
01:08:00:00	-0.081095	-0.080152	-0.082358	-0.079505
01:08:00:00	-0.075367	-0.081738	-0.081275	-0.081830
01:08:00:00	-0.079842	-0.081966	-0.083766	-0.079717
01:08:00:00	-0.077084	-0.077787	-0.083981	-0.082720
01:08:00:00	-0.073942	-0.075453	-0.083042	-0.079015
01:08:00:00	-0.077852	-0.075007	-0.083213	-0.079112
01:08:00:00	-0.073295	-0.081680	-0.074634	-0.073674
01:08:00:00	-0.072480	-0.077561	-0.082075	-0.078061
01:08:00:00	-0.078714	-0.075781	-0.076686	-0.076114
01:08:00:00	-0.079319	-0.074329	-0.077911	-0.079218
01:08:00:00	-0.081772	-0.074629	-0.083351	-0.073835
01:08:00:00	-0.073398	-0.074001	-0.082793	-0.080222
01:08:00:00	-0.072804	-0.076850	-0.076654	-0.075870
01:08:00:00	-0.076114	-0.080402	-0.081631	-0.074078
01:08:00:00	-0.073884	-0.073822	-0.084237	-0.076864
01:08:00:00	-0.080143	-0.078891	-0.083726	-0.079821
01:08:00:00	-0.080930	-0.074208	-0.082150	-0.082132
01:08:00:00	-0.077735	-0.075642	-0.083597	-0.082330
01:08:00:00	-0.077932	-0.073513	-0.078506	-0.083460
01:08:00:00	-0.081589	-0.081637	-0.074801	-0.078372
01:08:00:00	-0.077083	-0.077487	-0.075089	-0.082450
01:08:00:00	-0.080074	-0.080504	-0.075020	-0.081525
01:08:00:00	-0.078924	-0.077025	-0.082953	-0.082341
01:08:00:00	-0.076249	-0.080253	-0.075780	-0.079968
01:08:00:00	-0.080078	-0.081440	-0.077957	-0.079167
01:08:00:00	-0.081977	-0.078363	-0.076791	-0.082007
01:08:00:00	-0.081054	-0.078678	-0.079397	-0.081694
01:08:00:00	-0.075537	-0.077193	-0.081665	-0.076563
01:08:00:00	-0.078880	-0.074624	-0.083146	-0.077199
01:08:00:00	-0.072438	-0.075725	-0.076299	-0.082395
01:08:00:00	-0.081620	-0.073199	-0.081037	-0.075037
01:08:00:00	-0.072194	-0.079936	-0.078618	-0.076017
01:08:00:00	-0.075308	-0.073960	-0.075876	-0.080255
01:08:00:00	-0.074578	-0.080895	-0.077635	-0.082483
01:08:00:00	-0.072882	-0.082656	-0.078091	-0.076425
01:08:00:00	-0.074126	-0.082191	-0.082933	-0.075434
01:08:00:00	-0.081738	-0.078480	-0.078619	-0.077441
01:08:00:00	-0.078966	-0.076820	-0.077236	-0.076303
01:08:00:00	-0.074576	-0.080111	-0.078857	-0.080742
01:08:00:00	-0.079277	-0.080026	-0.077918	-0.078737
01:08:00:00	-0.076948	-0.073958	-0.075730	-0.079747
01:08:00:00	-0.075190	-0.080771	-0.079132	-0.082145
01:08:00:00	-0.075834	-0.075771	-0.074903	-0.079518
01:08:00:00	-0.081904	-0.080927	-0.078203	-0.074420
01:08:00:00	-0.074852	-0.076807	-0.076097	-0.074361
01:08:00:00	-0.079149	-0.080933	-0.079367	-0.075714
01:08:00:00	-0.081999	-0.072976	-0.077980	-0.078026
01:08:00:00	-0.075967	-0.074879	-0.076357	-0.075151
01:08:00:00	-0.073278	-0.073752	-0.074828	-0.075752
01:08:00:00	-0.077548	-0.082359	-0.075193	-0.082756
01:08:00:00	-0.072723	-0.077504	-0.077853	-0.073699
01:08:00:00	-0.077673	-0.078520	-0.083687	-0.076994
01:08:00:00	-0.081727	-0.079261	-0.080430	-0.075835
01:08:00:00	-0.072709	-0.079557	-0.075389	-0.079188
01:08:00:00	-0.075936	-0.074195	-0.075581	-0.083346
01:08:00:00	-0.080756	-0.076190	-0.083868	-0.079866
01:08:00:00	-0.077937	-0.077401	-0.075964	-0.080501
01:08:00:00	-0.075368	-0.077864	-0.076958	-0.076197
01:08:00:00	-0.078864	-0.073372	-0.078322	-0.077764
01:08:00:00	-0.076288	-0.074414	-0.079667	-0.083362
01:08:00:00	-0.080114	-0.076884	-0.082801	-0.075095
01:08:00:00	-0.081912	-0.081235	-0.074603	-0.077858
01:08:00:00	-0.077864	-0.081331	-0.079740	-0.077695
01:08:00:00	-0.079047	-0.075305	-0.076951	-0.078170
01:08:00:00	-0.082002	-0.078429	-0.083906	-0.076864
01:08:00:00	-0.076079	-0.080708	-0.079316	-0.078089
01:08:00:00	-0.073027	-0.079483	-0.078819	-0.075923
01:08:00:00	-0.076157	-0.074834	-0.075013	-0.076987
01:08:00:00	-0.075995	-0.079401	-0.075072	-0.079878
01:08:00:00	-0.080723	-0.075331	-0.075290	-0.083286
01:08:00:00	-0.074776	-0.080441	-0.078047	-0.080577
01:08:00:00	-0.080740	-0.081758	-0.075236	-0.082672
01:08:00:00	-0.076770	-0.082562	-0.082123	-0.074341
01:08:00:00	-0.078869	-0.077048	-0.077948	-0.080186
01:08:00:00	-0.079871	-0.081068	-0.082103	-0.074970
01:08:00:00	-0.075610	-0.074919	-0.083736	-0.082733
01:08:00:00	-0.073899	-0.082456	-0.081606	-0.076486
01:08:00:00	-0.073195	-0.073019	-0.081829	-0.077611
01:08:00:00	-0.080820	-0.072865	-0.079057	-0.077121
01:08:00:00	-0.076869	-0.075505	-0.079787	-0.079992
